Domain_Code,Domain,Area_Code_M49,Area,Element_Code,Element,Item_Code_CPC,Item,Year_Code,Year,Unit,Value,Flag,Flag_Description,Note,Value_winsor,YoY_Return,Log_Return,Value_lag1,Value_lag2,Value_lag3,Vol_3y,Vol_5y
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2006,2006,ha,24190.0,A,Official figure,No additional notes,24190.0,-0.9685067048561385,-3.457980608382701,768100.0,31046.9,24740.0,13.925724317478435,13.449048689705895
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2006,2006,kg/ha,32029.8,A,Official figure,No additional notes,32029.8,0.32409260024803643,0.28072739483352316,24190.0,768100.0,31046.9,13.907341510077464,10.787046731962057
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2006,2006,t,774800.0,A,Official figure,No additional notes,774800.0,23.18997308756221,3.185938212077382,32029.8,24190.0,768100.0,13.59014011029305,12.935095910285307
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2007,2007,ha,19100.0,A,Official figure,No additional notes,19100.0,-0.9753484770263294,-3.702916596480259,774800.0,32029.8,24190.0,13.592276016751882,13.160105177700897
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2007,2007,kg/ha,34863.9,A,Official figure,No additional notes,34863.9,0.8253350785340314,0.6017635748573608,19100.0,774800.0,32029.8,13.462183211141872,10.489736451540399
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2007,2007,t,665900.0,A,Official figure,No additional notes,665900.0,18.09998594534748,2.949687599206632,34863.9,19100.0,774800.0,10.531891308172547,11.437532167555952
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2008,2008,ha,19300.0,A,Official figure,No additional notes,19300.0,-0.971016669169545,-3.5410344132057374,665900.0,34863.9,19100.0,10.53046044335741,11.675306507710108
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2008,2008,kg/ha,34031.1,A,Official figure,No additional notes,34031.1,0.7632694300518135,0.5671697164991815,19300.0,665900.0,34863.9,10.545714994952471,8.182452500409422
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2008,2008,t,656800.0,A,Official figure,No additional notes,656800.0,18.29999324147618,2.9601047457281973,34031.1,19300.0,665900.0,10.660802450162432,9.882381060983382
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2009,2009,ha,19000.0,A,Official figure,No additional notes,19000.0,-0.9710718635809987,-3.542940578971776,656800.0,34031.1,19300.0,10.66082057539295,10.20859508556925
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2009,2009,kg/ha,34215.8,A,Official figure,No additional notes,34215.8,0.8008315789473686,0.5882485465224726,19000.0,656800.0,34031.1,10.651558970281561,8.272845040032728
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2009,2009,t,650100.0,A,Official figure,No additional notes,650100.0,17.99999415474722,2.94443867152151,34215.8,19000.0,656800.0,10.478964492338966,9.859481481112098
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2010,2010,ha,19000.0,A,Official figure,No additional notes,19000.0,-0.9707737271189048,-3.5326872180439812,650100.0,34215.8,19000.0,10.4788661337707,10.175774832050434
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2010,2010,kg/ha,31352.6,A,Official figure,No additional notes,31352.6,0.6501368421052631,0.500858219082855,19000.0,650100.0,34215.8,10.516137867345444,8.14916169578436
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2010,2010,t,595700.0,A,Official figure,No additional notes,595700.0,18.00001913716885,2.9444399863853463,31352.6,19000.0,650100.0,10.516152248055478,9.79599119961545
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2011,2011,ha,19200.0,A,Official figure,No additional notes,19200.0,-0.9677690112472721,-3.4348269056009055,595700.0,31352.6,19000.0,10.515171755183614,10.115866217398489
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2011,2011,kg/ha,32151.0,A,Official figure,No additional notes,32151.0,0.67453125,0.5155332753652339,19200.0,595700.0,31352.6,10.509096598659353,8.159377024255333
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2011,2011,t,617300.0,A,Official figure,No additional notes,617300.0,18.2000248825853,2.9549115750008803,32151.0,19200.0,595700.0,10.62422075550583,9.871345198005057
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2012,2012,ha,18900.0,A,Official figure,No additional notes,18900.0,-0.9693827960473028,-3.486193207334255,617300.0,32151.0,19200.0,10.62474761430593,10.166712291809905
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2012,2012,kg/ha,32444.4,A,Official figure,No additional notes,32444.4,0.7166349206349207,0.5403659330025138,18900.0,617300.0,32151.0,10.61428103274241,8.242462060399347
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2012,2012,t,613200.0,A,Official figure,No additional notes,613200.0,17.900025890446425,2.9391632919295487,32444.4,18900.0,617300.0,10.441632735834391,9.833504204073265
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2013,2013,ha,18500.0,A,Official figure,No additional notes,18500.0,-0.9698303979125897,-3.5009204149133812,613200.0,32444.4,18900.0,10.441779596372966,10.133583455857035
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2013,2013,kg/ha,32643.2,A,Official figure,No additional notes,32643.2,0.7644972972972974,0.5678658324217837,18500.0,613200.0,32444.4,10.429970510219775,8.101619192052985
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2013,2013,t,603900.0,A,Official figure,No additional notes,603900.0,17.500024507401235,2.917772056807793,32643.2,18500.0,613200.0,10.199847251943252,9.627763677808513
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2014,2014,ha,18400.0,A,Official figure,No additional notes,18400.0,-0.9695313793674449,-3.4910579566989153,603900.0,32643.2,18500.0,10.199748535348768,9.935468441770634
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2014,2014,kg/ha,34413.0,A,Official figure,No additional notes,34413.0,0.8702717391304349,0.6260837353523004,18400.0,603900.0,32643.2,10.173970441795046,7.911015645064696
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2014,2014,t,633200.0,A,Official figure,No additional notes,633200.0,17.400023247028738,2.912351928039617,34413.0,18400.0,603900.0,10.116472520925575,9.464612797015448
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2015,2015,ha,18100.0,A,Official figure,No additional notes,18100.0,-0.9714150347441567,-3.554874389735078,633200.0,34413.0,18400.0,10.11709971308412,9.782220879385108
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2015,2015,kg/ha,34977.9,A,Official figure,No additional notes,34977.9,0.9324806629834255,0.6588044952112276,18100.0,633200.0,34413.0,10.102099799267487,7.852980176998713
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2015,2015,t,633100.0,A,Official figure,No additional notes,633100.0,17.100000285894808,2.8959119540670732,34977.9,18100.0,633200.0,9.929665664697831,9.328455745967325
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2016,2016,ha,17800.0,A,Official figure,No additional notes,17800.0,-0.9718843784552204,-3.571429930252042,633100.0,34977.9,18100.0,9.929823028717138,9.664667324600064
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2016,2016,kg/ha,31842.7,A,Official figure,No additional notes,31842.7,0.7889157303370786,0.5816096990778862,17800.0,633100.0,34977.9,9.964477839833904,7.726837822560526
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2016,2016,t,566800.0,A,Official figure,No additional notes,566800.0,16.799998115737672,2.8791983514406,31842.7,17800.0,633100.0,9.79196084859588,9.178353603823663
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2017,2017,ha,17900.0,A,Official figure,No additional notes,17900.0,-0.9684191954834157,-3.4552057949698174,566800.0,31842.7,17800.0,9.790808946313664,9.521822708690241
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2017,2017,kg/ha,33324.0,A,Official figure,No additional notes,33324.0,0.8616759776536314,0.6214771452659535,17900.0,566800.0,31842.7,9.773228864827459,7.598836996246452
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2017,2017,t,596500.0,A,Official figure,No additional notes,596500.0,16.900012003360942,2.884801383425308,33324.0,17900.0,566800.0,9.830719745811038,9.13408664232681
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2018,2018,ha,17200.0,A,Official figure,No additional notes,17200.0,-0.9711651299245599,-3.5461698577185636,596500.0,33324.0,17900.0,9.831636868873831,9.455600464073823
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2018,2018,kg/ha,33412.8,A,Official figure,No additional notes,33412.8,0.9426046511627908,0.6640296762809673,17200.0,596500.0,33324.0,9.812240113826002,7.630715943772135
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2018,2018,t,574700.0,A,Official figure,No additional notes,574700.0,16.19999521141598,2.844909105413321,33412.8,17200.0,596500.0,9.410094127683065,8.948925045388195
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2019,2019,ha,17000.0,A,Official figure,No additional notes,17000.0,-0.970419349225683,-3.5206348214574796,574700.0,33412.8,17200.0,9.409842043648236,9.283431984690388
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2019,2019,kg/ha,34994.1,A,Official figure,No additional notes,34994.1,1.0584764705882352,0.7219661317948659,17000.0,574700.0,33412.8,9.382653713198547,7.30512459116628
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2019,2019,t,594900.0,A,Official figure,No additional notes,594900.0,16.000008572873714,2.833213848342778,34994.1,17000.0,574700.0,9.26787663267101,8.667976727482154
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2020,2020,ha,16800.0,A,Official figure,No additional notes,16800.0,-0.9717599596570852,-3.567014437784645,594900.0,34994.1,17000.0,9.268334699827191,9.01809821643731
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2020,2020,kg/ha,34875.0,A,Official figure,No additional notes,34875.0,1.0758928571428572,0.7303913537323165,16800.0,594900.0,34994.1,9.264295611616275,7.206364622621173
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2020,2020,t,585900.0,A,Official figure,No additional notes,585900.0,15.8,2.8213788864092133,34875.0,16800.0,594900.0,9.149536831235789,8.53750070755323
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2021,2021,ha,16900.0,A,Official figure,No additional notes,16900.0,-0.9711554872845195,-3.5458355046217136,585900.0,34875.0,16800.0,9.149329615309096,8.906673843331426
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2021,2021,kg/ha,37603.6,A,Official figure,No additional notes,37603.6,1.2250650887573964,0.7997861685644426,16900.0,585900.0,34875.0,9.11522324524804,7.105795571781328
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2021,2021,t,635500.0,A,Official figure,No additional notes,635500.0,15.89997766171324,2.8273123001360383,37603.6,16900.0,585900.0,9.17252761941638,8.483181708176339
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2022,2022,ha,16500.0,A,Official figure,No additional notes,16500.0,-0.9740361919748229,-3.6510517097229727,635500.0,37603.6,16900.0,9.173525758046646,8.85849492181863
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2022,2022,kg/ha,35278.8,A,Official figure,No additional notes,35278.8,1.138109090909091,0.7599218360481377,16500.0,635500.0,37603.6,9.19335144667203,7.145664614483609
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2022,2022,t,582100.0,A,Official figure,No additional notes,582100.0,15.49999433087293,2.803360037323017,35278.8,16500.0,635500.0,8.963988946609454,8.39313395755872
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1251.0,Carrots and turnips,2023,2023,ha,16449.0,I,Imputed value,No additional notes,16449.0,-0.9717419687338945,-3.5663775691876682,582100.0,35278.8,16500.0,8.963196192054415,8.790188216643203
QCL,Crops and livestock products,392,Japan,5412,Yield,1251.0,Carrots and turnips,2023,2023,kg/ha,35147.9,E,Estimated value,No additional notes,35147.9,1.1367803513891421,0.7593001874274309,16449.0,582100.0,35278.8,8.963498934741576,6.975283115870377
QCL,Crops and livestock products,392,Japan,5510,Production,1251.0,Carrots and turnips,2023,2023,t,578163.61,I,Imputed value,No additional notes,578163.61,15.449449611498835,2.8002920183840927,35147.9,16449.0,582100.0,8.934520138564165,8.282832113332145
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2001,2001,ha,10070.0,A,Official figure,No additional notes,10070.0,-0.9122057541412381,-2.4327593174048547,114700.0,11597.6,9890.0,5.3735673488576845,5.3735673488576845
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2001,2001,kg/ha,12006.0,A,Official figure,No additional notes,12006.0,0.1922542204568023,0.17584581809918035,10070.0,114700.0,11597.6,5.368938580507796,4.565467827263181
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2001,2001,t,120900.0,A,Official figure,No additional notes,120900.0,9.069965017491254,2.3095572327910956,12006.0,10070.0,114700.0,5.472313863825571,5.038719507876528
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2002,2002,ha,10900.0,A,Official figure,No additional notes,10900.0,-0.9098428453267163,-2.4062009683856496,120900.0,12006.0,10070.0,5.471516120128469,5.235888410492822
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2002,2002,kg/ha,11431.2,A,Official figure,No additional notes,11431.2,0.048733944954128416,0.04758366993752523,10900.0,120900.0,12006.0,5.506027674372544,4.264586646742963
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2002,2002,t,124600.0,A,Official figure,No additional notes,124600.0,9.899993001609628,2.388762147180729,11431.2,10900.0,120900.0,5.983570916851021,5.342171862875501
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2003,2003,ha,11800.0,A,Official figure,No additional notes,11800.0,-0.9052969502407705,-2.3570090748817343,124600.0,11431.2,10900.0,5.982081172048775,5.539211066938112
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2003,2003,kg/ha,11601.7,A,Official figure,No additional notes,11601.7,-0.0168050847457627,-0.016947892372817026,11800.0,124600.0,11431.2,5.998424696314748,4.649824329727146
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2003,2003,t,136900.0,A,Official figure,No additional notes,136900.0,10.799994828344122,2.468099093195601,11601.7,11800.0,124600.0,6.5167276268676355,5.849209340549178
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2004,2004,ha,11460.0,A,Official figure,No additional notes,11460.0,-0.9162892622352081,-2.480388021007809,136900.0,11601.7,11800.0,6.520270253045979,6.02406042388649
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2004,2004,kg/ha,10209.4,A,Official figure,No additional notes,10209.4,-0.10912739965095986,-0.11555384675257224,11460.0,136900.0,11601.7,6.543849159693262,5.06551974976498
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2004,2004,t,117000.0,A,Official figure,No additional notes,117000.0,10.460027033909926,2.4388650702637347,10209.4,11460.0,136900.0,6.34795384596233,6.023951003113567
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2005,2005,ha,12130.0,A,Official figure,No additional notes,12130.0,-0.8963247863247863,-2.266492211841797,117000.0,10209.4,11460.0,6.3415748810395955,6.182902410922722
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2005,2005,kg/ha,10766.7,A,Official figure,No additional notes,10766.7,-0.11239076669414672,-0.11922368542501789,12130.0,117000.0,10209.4,6.342414069351045,4.921395875623104
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2005,2005,t,130600.0,A,Official figure,No additional notes,130600.0,11.12999340559317,2.4956811793113896,10766.7,12130.0,117000.0,6.728522419244902,6.129739944413767
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2006,2006,ha,12790.0,A,Official figure,No additional notes,12790.0,-0.9020673813169985,-2.3234756012515794,130600.0,10766.7,12130.0,6.7303451844720925,6.274236933069485
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2006,2006,kg/ha,11610.6,A,Official figure,No additional notes,11610.6,-0.09221266614542611,-0.09674514162973172,12790.0,130600.0,10766.7,6.725130241070351,5.216670249423868
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2006,2006,t,148500.0,A,Official figure,No additional notes,148500.0,11.790036690610304,2.5486664842817346,11610.6,12790.0,130600.0,7.105552057000232,6.491379864127968
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2007,2007,ha,13310.0,A,Official figure,No additional notes,13310.0,-0.9103703703703704,-2.412069325835734,148500.0,11610.6,12790.0,7.108182741504241,6.637083032416267
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2007,2007,kg/ha,11299.8,A,Official figure,No additional notes,11299.8,-0.15102930127723524,-0.1637306059604009,13310.0,148500.0,11610.6,7.123505637400177,5.516503349802852
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2007,2007,t,150400.0,A,Official figure,No additional notes,150400.0,12.30997008796616,2.58851338506912,11299.8,13310.0,148500.0,7.423279895844173,6.820795635463755
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2008,2008,ha,14060.0,A,Official figure,No additional notes,14060.0,-0.9065159574468085,-2.36996452513322,150400.0,11299.8,13310.0,7.422070345204345,6.968640330885228
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2008,2008,kg/ha,11479.4,A,Official figure,No additional notes,11479.4,-0.1835419630156473,-0.2027797616653136,14060.0,150400.0,11299.8,7.430635214583467,5.757675990261059
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2008,2008,t,161400.0,A,Official figure,No additional notes,161400.0,13.059968291025664,2.643331631118643,11479.4,14060.0,150400.0,7.863162399318642,7.185682159311487
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2009,2009,ha,14760.0,A,Official figure,No additional notes,14760.0,-0.9085501858736059,-2.3919649366635216,161400.0,11479.4,14060.0,7.8637958308057305,7.323510801863588
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2009,2009,kg/ha,11212.7,A,Official figure,No additional notes,11212.7,-0.24033197831978315,-0.2748737547112649,14760.0,161400.0,11479.4,7.8789171344283675,6.100871314970775
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2009,2009,t,165500.0,A,Official figure,No additional notes,165500.0,13.760048873152764,2.691924130356056,11212.7,14760.0,161400.0,8.282763004312582,7.597617184728973
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2010,2010,ha,14720.0,A,Official figure,No additional notes,14720.0,-0.9110574018126888,-2.419764081516387,165500.0,11212.7,14760.0,8.283536844361125,7.729855702244657
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2010,2010,kg/ha,10305.7,A,Official figure,No additional notes,10305.7,-0.29988451086956514,-0.35650997307512383,14720.0,165500.0,11212.7,8.29956443030898,6.42551747176314
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2010,2010,t,151700.0,A,Official figure,No additional notes,151700.0,13.720009315233316,2.68920774612888,10305.7,14720.0,165500.0,8.276463299385723,7.795123378926607
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2011,2011,ha,14720.0,A,Official figure,No additional notes,14720.0,-0.9029663810151615,-2.332697773053756,151700.0,10305.7,14720.0,8.273980791718596,7.915563673867131
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2011,2011,kg/ha,10353.3,A,Official figure,No additional notes,10353.3,-0.29665081521739134,-0.35190180382849784,14720.0,151700.0,10305.7,8.273107014003958,6.412511776147459
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2011,2011,t,152400.0,A,Official figure,No additional notes,152400.0,13.719944365564604,2.6892033337803136,10353.3,14720.0,151700.0,8.2730695404798,7.792422601406212
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2012,2012,ha,14900.0,A,Official figure,No additional notes,14900.0,-0.902230971128609,-2.325147430301133,152400.0,10353.3,14720.0,8.27284392217648,7.90235695091886
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2012,2012,kg/ha,10691.3,A,Official figure,No additional notes,10691.3,-0.28246308724832214,-0.33193088632787676,14900.0,152400.0,10353.3,8.269013829567584,6.409655098000317
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2012,2012,t,159300.0,A,Official figure,No additional notes,159300.0,13.899965392421876,2.7013588902924663,10691.3,14900.0,152400.0,8.37287691493548,7.838730832996637
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2013,2013,ha,15000.0,A,Official figure,No additional notes,15000.0,-0.9058380414312618,-2.362739015813793,159300.0,10691.3,14900.0,8.373984408435849,7.950006843710273
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2013,2013,kg/ha,10613.3,A,Official figure,No additional notes,10613.3,-0.29244666666666674,-0.3459422695025872,15000.0,159300.0,10691.3,8.37668017330946,6.4900060757511495
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2013,2013,t,159200.0,A,Official figure,No additional notes,159200.0,14.000047110700725,2.70805334181066,10613.3,15000.0,159300.0,8.43442390369441,7.915186360381233
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2014,2014,ha,15400.0,A,Official figure,No additional notes,15400.0,-0.9032663316582914,-2.3357937639906985,159200.0,10613.3,15000.0,8.433635343081347,8.028390123696365
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2014,2014,kg/ha,10902.6,A,Official figure,No additional notes,10902.6,-0.292038961038961,-0.34536621651865423,15400.0,159200.0,10613.3,8.433525110551425,6.535797468630836
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2014,2014,t,167900.0,A,Official figure,No additional notes,167900.0,14.399996331150367,2.734367271182566,10902.6,15400.0,159200.0,8.664288276718063,8.054402968948567
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2015,2015,ha,15800.0,A,Official figure,No additional notes,15800.0,-0.9058963668850506,-2.3633586240505737,167900.0,10902.6,15400.0,8.665093510030369,8.166352041600797
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2015,2015,kg/ha,10949.4,A,Official figure,No additional notes,10949.4,-0.30700000000000005,-0.3667252797922339,15800.0,167900.0,10902.6,8.669148066818254,6.7159388862679155
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2015,2015,t,173000.0,A,Official figure,No additional notes,173000.0,14.799952508813268,2.7600069342570914,10949.4,15800.0,167900.0,8.8999286501642,8.276411026165885
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2016,2016,ha,15800.0,A,Official figure,No additional notes,15800.0,-0.9086705202312139,-2.393281654464858,173000.0,10949.4,15800.0,8.900775799399746,8.388851442618453
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2016,2016,kg/ha,10297.5,A,Official figure,No additional notes,10297.5,-0.34825949367088604,-0.4281087927048223,15800.0,173000.0,10949.4,8.91200711455732,6.900979209744919
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2016,2016,t,162700.0,A,Official figure,No additional notes,162700.0,14.79995144452537,2.760006866896893,10297.5,15800.0,173000.0,8.91200650039421,8.395165362667862
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2017,2017,ha,16100.0,A,Official figure,No additional notes,16100.0,-0.9010448678549478,-2.3130887422345747,162700.0,10297.5,15800.0,8.909687157801713,8.503295117668365
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2017,2017,kg/ha,10229.8,A,Official figure,No additional notes,10229.8,-0.3646086956521739,-0.4535142425601236,16100.0,162700.0,10297.5,8.914154785258567,6.906221806377049
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2017,2017,t,164700.0,A,Official figure,No additional notes,164700.0,15.10002150579679,2.778820607753301,10229.8,16100.0,162700.0,9.087323369474856,8.486681940103141
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2018,2018,ha,16600.0,A,Official figure,No additional notes,16600.0,-0.899210686095932,-2.2947229418210973,164700.0,10229.8,16100.0,9.086767093653734,8.587132270445634
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2018,2018,kg/ha,10451.8,A,Official figure,No additional notes,10451.8,-0.3703734939759037,-0.4626284829809718,16600.0,164700.0,10229.8,9.088346209614242,7.0414215364358235
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2018,2018,t,173500.0,A,Official figure,No additional notes,173500.0,15.600011481275953,2.809403387005388,10451.8,16600.0,164700.0,9.376897116155705,8.710411748300757
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1213.0,Cauliflowers and broccoli,2019,2019,ha,17200.0,A,Official figure,No additional notes,17200.0,-0.9008645533141211,-2.311268215567507,173500.0,10451.8,16600.0,9.37739771054757,8.808247349505338
QCL,Crops and livestock products,392,Japan,5412,Yield,1213.0,Cauliflowers and broccoli,2019,2019,kg/ha,11098.8,A,Official figure,No additional notes,11098.8,-0.35472093023255813,-0.4380723894533297,17200.0,173500.0,10451.8,9.373105756087302,7.263835088460171
QCL,Crops and livestock products,392,Japan,5510,Production,1213.0,Cauliflowers and broccoli,2019,2019,t,190900.0,A,Official figure,No additional notes,190900.0,16.20005766389159,2.8449127363656244,11098.8,17200.0,173500.0,9.719400768878222,9.010846270666285
